iter	RMSE
843	0.3900786278
844	0.3899930384
845	0.3898976855
846	0.3897675605
847	0.3896960415
848	0.3896136452
849	0.3895238244
850	0.3894382466
851	0.3893550963
852	0.3893025227
853	0.3892088767
854	0.3891000698
855	0.388982837
856	0.3889227048
857	0.3888307948
858	0.3887431878
859	0.3886496668
860	0.3886022024
861	0.3885288919
862	0.3884938431
863	0.3883780071
864	0.388229266
865	0.3881551494
866	0.3880657496
867	0.3879394849
868	0.3878934982
869	0.3877990445
870	0.3877019523
871	0.3876246829
872	0.3875441271
873	0.3874623081
874	0.3873666457
875	0.3872660038
876	0.3871876113
877	0.3871112306
878	0.3870063094
879	0.3869048112
880	0.3868307197
881	0.3867090074
882	0.3865845943
883	0.3864840637
884	0.3863734155
885	0.386273605
886	0.3861699429
887	0.3860772264
888	0.3859982976
889	0.3859173246
890	0.3858041602
891	0.3856730125
892	0.3855396972
893	0.3854269935
894	0.3853184501
895	0.3852098695
896	0.3851657801
897	0.3850664971
898	0.3849900712
899	0.3848993653
900	0.3848274167
901	0.3847397442
902	0.3846674205
903	0.3845950286
904	0.3845457323
905	0.3844614068
906	0.3843244469
907	0.3842328441
908	0.3841584956
909	0.3840672058
910	0.3839795883
911	0.383904411
912	0.3838629463
913	0.3838227548
914	0.3837210018
915	0.3836018869
916	0.3835260017
917	0.3834206076
918	0.3833680803
919	0.3832954429
920	0.3832230039
921	0.3831647375
922	0.383062186
923	0.3829549549
924	0.3828748782
925	0.3828030399
926	0.382726126
927	0.3826314983
928	0.3825350589
929	0.382456338
930	0.3823888228
931	0.3822606304
932	0.3821869703
933	0.3820642705
934	0.3820111452
935	0.3819143372
936	0.3818600867
937	0.3817383424
938	0.381632593
939	0.3815756144
940	0.3814803397
941	0.3813636063
942	0.3812752144
943	0.3811563131
944	0.3810862296
945	0.3809775829
946	0.3808892689
947	0.3808177462
948	0.3807507351
949	0.380681371
950	0.3805570485
951	0.380525784
952	0.3804817287
953	0.380389134
954	0.3802551098
955	0.3801724721
956	0.3800610399
957	0.3799229304
958	0.3797713116
959	0.3796190241
960	0.379557296
961	0.3794854538
962	0.3794249391
963	0.3793371391
964	0.3792448037
965	0.3791501713
966	0.3790840447
967	0.3789987308
968	0.3789051183
969	0.3788509974
970	0.3788345229
971	0.3787667663
972	0.378618777
973	0.3785806191
974	0.3784918866
975	0.3783903483
976	0.3782899514
977	0.3781948687
978	0.378122005
979	0.3780293752
980	0.3779627853
981	0.3778971506
982	0.3778054476
983	0.3777040282
984	0.3776329231
985	0.3775691034
986	0.3774461531
987	0.3774028276
988	0.37731528
989	0.3772028101
990	0.3771308296
991	0.3770449658
992	0.3770069228
993	0.3769042194
994	0.3767964385
995	0.3767497557
996	0.3766877123
997	0.3766013676
998	0.3765243682
999	0.3764046282
